dataset,outer,method,depth,lambda,kappa,cv_folds,n_thresholds,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
servo,outer_0,claritree,4,0.1,0.1,3,20,quantile,0,0.5726412756794722,1.0082628016302757,194.7089733195081,0.0024037361145019,0.9825909030813894,0.5849832383663631,0.9091510831407296,0.6477917329029874,2.0
servo,outer_0,claritree,4,0.1,0.01,3,20,quantile,0,0.5581536856525763,1.045703136388383,192.25347461605827,0.0023841857910156,0.9664078384434454,0.5918184767736041,0.9010724323867688,0.6509214300845658,2.0
servo,outer_0,claritree,4,0.1,0.001,3,20,quantile,0,0.5569596407679718,1.0490443846708986,191.43563836260685,0.0024852752685546,0.9650102655168692,0.5924087694257297,0.90343207425372,0.6500072966821644,2.0
servo,outer_0,claritree,4,0.1,0.0001,3,20,quantile,0,0.5559097901230939,1.0516909405001742,190.99329477583572,0.0036165714263916,0.9617185552554142,0.5937990885592177,0.928055764131682,0.640467994246874,2.0
servo,outer_0,claritree,4,0.1,1e-05,3,20,quantile,0,0.5557988831372833,1.0519703423135298,190.89714977499133,0.0036001205444335,0.9617178723924994,0.5937993769799171,0.9280687313948058,0.6404629706843896,2.0
servo,outer_0,claritree,4,0.08,0.1,3,20,quantile,0,0.5726412756794722,1.0082628016302757,182.11337697825095,0.0023958683013916,0.9825909030813894,0.5849832383663631,0.9091510831407296,0.6477917329029874,2.0
servo,outer_0,claritree,4,0.08,0.01,3,20,quantile,0,0.5581536856525763,1.045703136388383,179.6578782748012,0.0023787021636962,0.9664078384434454,0.5918184767736041,0.9010724323867688,0.6509214300845658,2.0
servo,outer_0,claritree,4,0.08,0.001,3,20,quantile,0,0.5569596407679718,1.0490443846708986,178.84004202134977,0.0024688243865966,0.9650102655168692,0.5924087694257297,0.90343207425372,0.6500072966821644,2.0
servo,outer_0,claritree,4,0.08,0.0001,3,20,quantile,0,0.5559097901230939,1.0516909405001742,178.39769843457867,0.0036191940307617,0.9617185552554142,0.5937990885592177,0.928055764131682,0.640467994246874,2.0
servo,outer_0,claritree,4,0.08,1e-05,3,20,quantile,0,0.5557988831372833,1.0519703423135298,178.30155343373426,0.0035996437072753,0.9617178723924994,0.5937993769799171,0.9280687313948058,0.6404629706843896,2.0
servo,outer_0,claritree,4,0.05,0.1,3,20,quantile,0,0.5726412756794722,1.0082628016302757,163.2199824663654,0.0023767948150634,0.9825909030813894,0.5849832383663631,0.9091510831407296,0.6477917329029874,2.0
